SKU;ABC Class;XYZ Class;Average Unit Cost;Stock Cost;Order Cost;Total Cost;Total Ordered Units;Total Demand;Total Stockout;Stockout Rate;Alpha Service Level;Beta Service Level;Average Inventory Level;Average Daily Demand;Stock Coverage (days);Stockout Days;Total Days
RDWH24DIQ;C;Z;2,07;36,04;71979,6;72015,64;32472,0;31633,0;3384,0;10,7;96,46;89,3;1750,12;159,76;10,95;7;198
REBD40JGD;A;X;0,18;80,1;454933,57;455013,66;1373760,0;1130670,0;0,0;0,0;100,0;100,0;46462,27;5710,45;8,14;0;198
RFHD44BLL;C;X;1,06;1,93;1303,28;1305,21;1080,0;510,0;0,0;0,0;100,0;100,0;171,03;2,58;66,4;0;198
RFIU95FKX;C;Y;5,88;16,81;5205,6;5222,41;864,0;396,0;96,0;24,24;97,98;75,76;265,27;2,0;132,64;4;198
RFKT10XUU;C;Z;4,06;43,4;48548,57;48591,97;11520,0;5964,0;3888,0;65,19;93,94;34,81;994,73;30,12;33,02;12;198
RFNP40JMM;B;X;1,11;11,57;27768,18;27779,75;22080,0;19860,0;400,0;2,01;99,49;97,99;1060,91;100,3;10,58;1;198
RFRN99JDV;C;X;3,75;18,35;24550,63;24568,98;6292,0;5472,0;0,0;0,0;100,0;100,0;478,4;27,64;17,31;0;198
RFRW91JQI;C;Z;1,1;5,58;5717,94;5723,52;4570,0;3772,0;214,0;5,67;97,98;94,33;485,21;19,05;25,47;4;198
RFUQ23EGW;C;;8,96;1,15;1803,51;1804,66;198,0;648,0;351,0;54,17;97,98;45,83;13,32;3,27;4,07;4;198
RFWB96ZBO;B;Y;3,78;47,51;85425,14;85472,65;21735,0;21178,5;91,0;0,43;99,49;99,57;1264,91;106,96;11,83;1;198
RFYV28LSE;B;Y;3,0;29,12;79354,8;79383,92;25192,0;54572,0;35784,0;65,57;79,8;34,43;989,58;275,62;3,59;40;198
RHKP67BIT;C;Y;2,75;23,7;19012,1;19035,79;6552,0;6779,5;0,0;0,0;100,0;100,0;827,93;34,24;24,18;0;198
RHPC77DDZ;C;Z;1,86;12,97;28144,05;28157,03;13979,0;15449,0;2037,0;13,19;93,43;86,81;709,55;78,03;9,09;13;198
RHPH31ZAW;A;Z;1,1;25,39;52354,67;52380,06;41760,0;33375,0;0,0;0,0;100,0;100,0;2289,24;168,56;13,58;0;198
RIBL43KKW;B;X;2,11;57,74;64799,85;64857,59;28728,0;38526,0;12168,0;31,58;92,42;68,42;2660,73;194,58;13,67;15;198
RJIH28MSS;A;X;1,5;152,56;213352,78;213505,34;129600,0;106670,5;0,0;0,0;100,0;100,0;9936,84;538,74;18,44;0;198
RJOU39AKY;C;Z;0,38;4,55;13973,79;13978,34;26400,0;17150,0;6250,0;36,44;95,45;63,56;1160,1;86,62;13,39;9;198
RLTT30QZQ;B;X;4,45;116,75;172300,93;172417,68;37440,0;31675,0;0,0;0,0;100,0;100,0;2577,01;159,97;16,11;0;198
RMEO10IDD;C;Y;2,8;25,68;31810,91;31836,59;10800,0;10350,0;75,0;0,72;98,99;99,28;898,48;52,27;17,19;2;198
RMRT61OGN;C;X;3,42;36,7;26972,63;27009,33;7560,0;8533,0;0,0;0,0;100,0;100,0;1032,83;43,1;23,97;0;198
RNLT07BZT;A;X;0,47;154,58;254171,34;254325,92;408240,0;344700,0;11340,0;3,29;96,46;96,71;31831,82;1740,91;18,28;7;198
RNPD00TJP;A;Y;0,36;11,57;50633,14;50644,72;99840,0;111040,0;0,0;0,0;100,0;100,0;3547,88;560,81;6,33;0;198
RNYD75DSJ;C;Z;9,21;103,01;24482,42;24585,43;2614,87;774,0;0,0;0,0;100,0;100,0;1034,54;3,91;264,65;0;198
RNYZ69VWX;C;Z;0,56;0,07;32,1;32,17;45,0;44,0;2,0;4,55;99,49;95,45;11,19;0,22;50,34;1;198
ROEA65EKL;B;X;1,49;32,04;104893,31;104925,35;64152,0;49423,5;324,0;0,66;99,49;99,34;2236,5;249,61;8,96;1;198
ROSZ84SVQ;C;Z;1,46;32,1;7743,53;7775,63;4800,0;9684,0;0,0;0,0;100,0;100,0;2071,03;48,91;42,34;0;198
RPHN38GZM;C;Y;2,48;10,55;10973,24;10983,79;4180,0;4087,5;0,0;0,0;100,0;100,0;413,33;20,64;20,02;0;198
RPXH65UOY;B;Y;3,23;65,35;94480,41;94545,77;27951,0;39337,0;12026,0;30,57;89,9;69,43;2002,74;198,67;10,08;20;198
RQLU25BRI;C;;4,22;29,09;66048,85;66077,94;15120,0;11592,0;3912,0;33,75;94,95;66,25;674,42;58,55;11,52;10;198
RRDX20HSX;B;X;2,05;39,02;59637,84;59676,86;27090,0;22841,0;0,0;0,0;100,0;100,0;1868,72;115,36;16,2;0;198
RRLE81TIJ;A;Z;1,48;112,13;0,0;112,13;0,0;15900,0;150,0;0,94;99,49;99,06;7085,61;80,3;88,24;1;198
RSKP89VRV;C;X;4,65;26,89;16130,3;16157,19;3360,0;3564,0;0,0;0,0;100,0;100,0;550,95;18,0;30,61;0;198
RTCK77LJY;A;X;1,17;766,84;417223,57;417990,4;315360,0;266940,0;0,0;0,0;100,0;100,0;61604,09;1348,18;45,69;0;198
RTGZ03PJZ;B;X;1,09;18,34;49008,61;49026,95;39600,0;28290,0;0,0;0,0;100,0;100,0;1697,12;142,88;11,88;0;198
RTKR55RVC;C;Z;6,76;5,51;37144,93;37150,44;5376,0;2156,0;604,0;28,01;95,45;71,99;83,01;10,89;7,62;9;198
RTLC21LFH;A;X;0,98;84,04;125803,64;125887,67;111600,0;92625,0;0,0;0,0;100,0;100,0;8393,84;467,8;17,94;0;198
RTNB80BXR;C;Y;3,7;14,91;2929,45;2944,37;760,0;1515,0;225,0;14,85;98,99;85,15;377,58;7,65;49,35;2;198
RUSY71UCC;A;Z;2,55;208,19;166011,57;166219,76;61544,0;69748,0;0,0;0,0;100,0;100,0;7885,11;352,26;22,38;0;198
RVGI69QBH;C;Y;3,42;25,04;7535,21;7560,25;2112,0;1455,0;0,0;0,0;100,0;100,0;682,61;7,35;92,89;0;198
RWMR86BVE;A;X;0,11;157,72;1610690,87;1610848,59;6226200,0;3873195,0;0,0;0,0;100,0;100,0;153307,27;19561,59;7,84;0;198
RXGJ59LBU;C;X;7,62;28,91;197085,2;197114,11;25368,0;11803,5;345,0;2,92;98,48;97,08;407,62;59,61;6,84;3;198
RYFU49ZQL;B;Y;0,98;12,43;46750,25;46762,68;41472,0;35724,0;8328,0;23,31;94,44;76,69;1310,24;180,42;7,26;11;198
RYMM02JSD;B;Z;2,06;48,01;38224,55;38272,57;17280,0;80340,0;46520,0;57,9;88,89;42,1;2316,97;405,76;5,71;22;198
RYWP59HRF;C;Y;4,78;26,87;16846,65;16873,52;3416,0;3728,0;176,0;4,72;98,48;95,28;535,84;18,83;28,46;3;198
SAMY25MFR;C;Z;5,79;75,65;3152,74;3228,39;530,78;375,7329;0,0;0,0;100,0;100,0;1206,15;1,9;635,61;0;198
SATU94FJU;C;Z;1,57;31,09;15049,99;15081,08;8736,0;8064,0;7152,0;88,69;97,98;11,31;1826,67;40,73;44,85;4;198
SBAH41CNI;C;Z;4,27;0,4;282,68;283,08;64,0;66,0;10,0;15,15;99,49;84,85;9,03;0,33;27,09;1;198
SBYE42KWB;C;Z;1,6;2,23;1248,55;1250,79;715,0;2105,0;1297,5;61,64;77,27;38,36;132,93;10,63;12,5;45;198
SCEC37IHC;C;Z;1,36;79,09;26097,88;26176,97;17280,0;18315,0;4365,0;23,83;94,95;76,17;5429,39;92,5;58,7;10;198
SCNB83OJQ;B;Y;0,3;7,11;6860,0;6867,11;15120,0;16500,0;540,0;3,27;99,49;96,73;2238,18;83,33;26,86;1;198
SCOJ84RVI;A;Y;9,43;554,14;598014,55;598568,69;62400,0;64768,0;48,0;0,07;99,49;99,93;5741,17;327,11;17,55;1;198
SCZD55CVZ;B;;1,22;44,74;162809,47;162854,21;119040,0;67920,0;0,0;0,0;100,0;100,0;3729,9;343,03;10,87;0;198
SDXR03CJM;A;Y;1,11;83,34;116004,82;116088,16;92160,0;38080,0;2720,0;7,14;98,48;92,86;7107,07;192,32;36,95;3;198
SFNF33VEA;C;Y;4,25;43,15;71251,28;71294,43;16200,0;12310,0;132,0;1,07;98,48;98,93;997,74;62,17;16,05;3;198
SFTY06EHX;B;X;8,56;80,22;180699,43;180779,65;20736,0;18040,0;0,0;0,0;100,0;100,0;954,51;91,11;10,48;0;198
SFVG67HOA;B;Y;3,67;72,6;148548,4;148621,0;38896,0;30620,0;0,0;0,0;100,0;100,0;1978,51;154,65;12,79;0;198
SFZF48FFF;C;Z;3,54;30,18;8499,47;8529,65;2304,0;3592,0;0,0;0,0;100,0;100,0;804,16;18,14;44,33;0;198
SGPW86DNX;C;X;1,65;10,5;13711,56;13722,06;7630,0;5800,0;0,0;0,0;100,0;100,0;616,77;29,29;21,06;0;198
SGZY18LHD;C;Z;13,04;43,67;59812,75;59856,41;4536,0;6951,0;4305,0;61,93;97,47;38,07;322,11;35,11;9,18;5;198
SHNA76NKD;B;Y;4,03;13,62;0,0;13,62;0,0;29760,0;25080,0;84,27;77,78;15,73;334,85;150,3;2,23;44;198
SHUI46RYU;C;;35,96;10,18;7367,26;7377,44;204,0;276,0;162,0;58,7;98,99;41,3;26,67;1,39;19,13;2;198
SHZF73GEU;C;Y;6,05;52,66;85750,69;85803,35;13824,0;11064,0;1120,0;10,12;95,96;89,88;852,12;55,88;15,25;8;198
SIKQ05VUY;C;Y;9,62;31,22;21585,67;21616,88;2208,88;1852,5;87,07719999999999;4,7;96,97;95,3;307,94;9,36;32,91;6;198
SITQ34BIU;C;Y;2,89;19,84;10316,1;10335,94;3392,0;3483,0;56,0;1,61;98,99;98,39;649,66;17,59;36,93;2;198
SIWE54BWL;B;Y;1,06;31,05;73649,61;73680,65;61032,0;62976,0;48,0;0,08;99,49;99,92;3025,7;318,06;9,51;1;198
SIXB85VXI;B;X;2,75;86,18;156275,26;156361,44;53856,0;51386,5;6528,5;12,7;95,96;87,3;3113,33;259,53;12,0;8;198
SJEO87YLD;B;X;2,06;27,78;42408,0;42435,78;19152,0;18718,0;441,0;2,36;97,98;97,64;1332,83;94,54;14,1;4;198
SJIR38UOQ;B;X;3,95;59,31;99178,5;99237,81;24192,0;18324,0;60,0;0,33;99,49;99,67;1476,36;92,55;15,95;1;198
SJWY69YWU;C;Y;3,92;31,42;48334,0;48365,42;11880,0;11060,0;108,0;0,98;99,49;99,02;794,27;55,86;14,22;1;198
SJZB75URG;C;Y;1,3;0,05;0,0;0,05;0,0;456,0;0,0;0,0;100,0;100,0;5,76;2,3;2,5;0;198
SKCG11ZFH;C;X;4,65;55,37;80651,51;80706,87;16800,0;15944,0;328,0;2,06;98,99;97,94;1176,2;80,53;14,61;2;198
SKGP93UFT;C;Y;14,81;71,15;96924,0;96995,15;6480,0;5994,0;330,0;5,51;97,98;94,49;471,52;30,27;15,58;4;198
SKWZ88IZS;C;X;2,85;9,21;5400,0;5409,21;1800,0;1520,0;0,0;0,0;100,0;100,0;305,49;7,68;39,79;0;198
SLDR26WLL;A;Y;0,49;185,26;215575,71;215760,97;335340,0;539460,0;155040,0;28,74;92,93;71,26;36587,27;2724,55;13,43;14;198
SLKD63HYC;C;;1,08;35,96;43443,2;43479,16;35328,0;16512,0;8160,0;49,42;95,45;50,58;3112,08;83,39;37,32;9;198
SLKH72NWZ;B;X;2,18;122,78;135400,57;135523,35;58050,0;45175,0;0,0;0,0;100,0;100,0;5413,51;228,16;23,73;0;198
SLUJ39XEO;B;X;3,37;79,96;145136,56;145216,52;41184,0;32813,0;220,0;0,67;99,49;99,33;2348,89;165,72;14,17;1;198
SMGO94PNI;C;Y;7,4;30,45;46477,8;46508,25;6156,0;7824,0;1494,0;19,1;96,97;80,9;411,18;39,52;10,41;6;198
SMUE50WJP;C;Z;5,1;12,54;6617,76;6630,3;1260,0;660,0;0,0;0,0;100,0;100,0;229,85;3,33;68,95;0;198
SMUP91GOP;C;Y;3,51;13,51;2901,95;2915,47;792,0;1278,0;0,0;0,0;100,0;100,0;360,91;6,45;55,92;0;198
SMXD81WGI;B;X;0,69;18,32;27516,22;27534,55;32585,0;28898,5;133,0;0,46;99,49;99,54;2577,41;145,95;17,66;1;198
SNUJ77GRX;C;Z;5,68;30,31;9792,0;9822,31;1680,0;1653,0;474,0;28,68;94,95;71,32;498,0;8,35;59,65;10;198
SOJU08HWC;C;;1,49;0,32;137,37;137,69;84,0;8,0;1,0;12,5;99,49;87,5;19,63;0,04;485,87;1;198
SPHY20VZB;A;Z;0,63;52,97;106428,8;106481,77;136512,0;151758,0;20952,0;13,81;93,94;86,19;8415,64;766,45;10,98;12;198
SPTI10MOZ;B;X;2,17;97,89;120425,17;120523,06;51820,0;43004,5;0,0;0,0;100,0;100,0;4367,47;217,19;20,11;0;198
SQNX07KFL;C;Y;7,47;41,81;24688,93;24730,74;3240,0;2751,0;0,0;0,0;100,0;100,0;529,76;13,89;38,13;0;198
SRKU40UIY;C;X;8,07;122,75;122910,36;123033,11;14950,0;12457,5;190,0;1,53;97,47;98,47;1463,71;62,92;23,26;5;198
SRVK02SRB;C;Z;3,16;0,14;0,0;0,14;0,0;288,0;240,0;83,33;98,48;16,67;4,36;1,45;3,0;3;198
SSBI86AKQ;C;Y;3,79;47,19;53138,79;53185,98;13500,0;15032,0;0,0;0,0;100,0;100,0;1224,61;75,92;16,13;0;198
SSFS75DVD;C;Z;3,42;23,66;21578,1;21601,77;6048,0;10416,0;1896,0;18,2;96,46;81,8;681,21;52,61;12,95;7;198
SSUT95WBF;C;X;1,71;45,8;15786,25;15832,05;8492,0;8340,0;0,0;0,0;100,0;100,0;2512,19;42,12;59,64;0;198
STWE89ZSK;C;X;4,84;5,86;7549,84;7555,71;1512,0;2319,0;1074,0;46,31;86,36;53,69;117,82;11,71;10,06;27;198
SUEQ05QGY;C;Z;6,56;41,41;0,0;41,41;0,0;540,0;0,0;0,0;100,0;100,0;584,36;2,73;214,27;0;198
SUFW78HDG;A;X;1,53;309,9;376502,71;376812,6;224400,0;206100,0;8400,0;4,08;97,98;95,92;19694,24;1040,91;18,92;4;198
SUMF86LVN;C;Z;2,89;0,14;0,0;0,14;0,0;96,0;48,0;50,0;99,49;50,0;4,61;0,48;9,5;1;198
SUNE99ICB;C;Y;2,79;23,27;7518,12;7541,39;2560,0;2830,0;0,0;0,0;100,0;100,0;783,89;14,29;54,84;0;198
SUVU33MZB;B;X;2,75;70,54;169808,9;169879,44;58520,0;46755,0;0,0;0,0;100,0;100,0;2599,04;236,14;11,01;0;198
SUVU36RJS;C;Z;2,41;0,5;1580,16;1580,66;618,0;5904,0;5124,0;86,79;74,24;13,21;23,03;29,82;0,77;51;198
SUWS30NNW;C;Z;8,99;33,46;55252,18;55285,64;6048,0;4863,0;876,0;18,01;95,45;81,99;363,33;24,56;14,79;9;198
SVBA60QWO;C;Y;3,39;25,7;4310,18;4335,89;1216,0;1548,0;0,0;0,0;100,0;100,0;705,74;7,82;90,27;0;198
SVCW47BUX;C;X;4,16;30,17;26061,38;26091,55;6048,0;5082,0;0,0;0,0;100,0;100,0;694,3;25,67;27,05;0;198
SVIU22BOP;C;X;12,49;37,98;15929,74;15967,71;1260,0;900,0;0,0;0,0;100,0;100,0;284,75;4,55;62,64;0;198
SWDT98SLX;C;Z;1,11;6,22;757,13;763,35;600,0;1500,0;0,0;0,0;100,0;100,0;523,21;7,58;69,06;0;198
SWMC79DDX;B;Z;2,18;15,27;34875,14;34890,41;14988,0;9474,0;288,0;3,04;99,49;96,96;692,82;47,85;14,48;1;198
SWRJ43PWC;C;Y;14,28;92,35;155824,51;155916,87;10800,0;8395,0;380,0;4,53;98,99;95,47;636,67;42,4;15,02;2;198
SXDU70KPB;C;Z;1,63;9,08;16682,34;16691,42;9394,0;16324,0;6902,0;42,28;87,88;57,72;562,26;82,44;6,82;24;198
SXGY87DCN;C;Y;2,27;4,41;4598,45;4602,86;1904,0;3051,0;0,0;0,0;100,0;100,0;194,73;15,41;12,64;0;198
SXKC37WVO;B;X;1,36;23,61;29697,43;29721,04;19628,0;15288,0;0,0;0,0;100,0;100,0;1673,92;77,21;21,68;0;198
SYGV77BZR;C;Z;3,62;35,4;4338,37;4373,77;1152,0;1492,0;0,0;0,0;100,0;100,0;909,94;7,54;120,76;0;198
SYJJ43YJY;B;Y;2,55;128,78;194119,15;194247,93;72000,0;77761,0;0,0;0,0;100,0;100,0;5054,65;392,73;12,87;0;198
SYYY06RBS;C;X;2,77;11,05;5608,0;5619,05;1920,0;1674,0;36,0;2,15;99,49;97,85;375,82;8,45;44,45;1;198
SZYM37OEA;B;X;2,89;64,15;98933,63;98997,78;32530,0;29993,0;470,0;1,57;99,49;98,43;2194,19;151,48;14,49;1;198
TAFI57PNS;B;X;0,78;24,33;66625,0;66649,33;71750,0;49962,5;1575,0;3,15;98,99;96,85;3124,24;252,34;12,38;2;198
TAPC56MIQ;A;X;7,66;1110,11;1188277,86;1189387,97;152208,0;99537,0;0,0;0,0;100,0;100,0;13865,88;502,71;27,58;0;198
TBIN32CPP;B;X;1,65;65,66;116312,48;116378,14;64680,0;54408,0;0,0;0,0;100,0;100,0;3946,48;274,79;14,36;0;198
TBRP94APL;C;Y;0,71;1,95;4221,48;4223,43;4896,0;4712,0;296,0;6,28;95,96;93,72;274,14;23,8;11,52;8;198
TBUC93IQV;C;Y;4,96;6,83;13238,5;13245,33;2592,0;3830,0;2062,0;53,84;77,78;46,16;135,96;19,34;7,03;44;198
TBUT34GHQ;B;Y;2,73;587,74;48648,54;49236,28;16875,0;43058,0;2365,0;5,49;98,99;94,51;20028,18;217,46;92,1;2;198
TCAT17SBM;A;X;1,11;248,87;203008,44;203257,31;161280,0;124928,0;0,0;0,0;100,0;100,0;21320,24;630,95;33,79;0;198
TCCQ61EFF;C;Z;3,75;5,9;0,0;5,9;0,0;490,0;34,0;6,94;97,98;93,06;147,18;2,47;59,47;4;198
TCMP09HLF;B;Y;2,85;76,28;133039,33;133115,61;44352,0;43912,0;0,0;0,0;100,0;100,0;2689,03;221,78;12,12;0;198
TCYS21XMB;B;X;2,85;46,53;75608,57;75655,1;25200,0;28510,0;2900,0;10,17;97,47;89,83;1633,94;143,99;11,35;5;198
TDDJ49HOQ;A;Z;0,35;586,98;1936628,36;1937215,34;3911824,0;3055104,0;65296,0;2,14;98,48;97,86;171888,89;15429,82;11,14;3;198
TDID38XBP;B;Z;1,22;32,69;100117,33;100150,02;72960,0;88170,0;21980,0;24,93;91,41;75,07;2799,49;445,3;6,29;17;198
TDRF57ZZV;B;X;2,59;45,57;64725,42;64770,99;23664,0;27930,0;9192,0;32,91;90,91;67,09;1719,45;141,06;12,19;18;198
TDUD88VNN;C;Y;8,75;2,21;11964,05;11966,26;1344,0;576,0;100,0;17,36;97,98;82,64;25,68;2,91;8,83;4;198
TEPO39YNM;C;X;3,1;24,81;39825,33;39850,14;12240,0;10650,0;330,0;3,1;98,99;96,9;788,84;53,79;14,67;2;198
TERS82UUN;C;Y;2,33;10,65;11622,0;11632,65;4680,0;4278,0;0,0;0,0;100,0;100,0;442,27;21,61;20,47;0;198
TETH66TIA;C;Z;2,87;16,54;2899,68;2916,23;960,0;1680,0;170,0;10,12;99,49;89,88;538,84;8,48;63,51;1;198
TFLS53NVL;B;Y;2,02;54,04;74056,3;74110,34;34100,0;53080,0;23890,0;45,01;84,34;54,99;2611,06;268,08;9,74;31;198
TFWO18MWN;C;Z;3,72;4,34;0,0;4,34;0,0;644,0;0,0;0,0;100,0;100,0;110,59;3,25;34,0;0;198
TGBX26ADI;C;Y;2,11;28,7;3248,11;3276,81;1440,0;3180,0;0,0;0,0;100,0;100,0;1272,22;16,06;79,21;0;198
TGPM78EZN;C;Y;2,71;25,46;13198,63;13224,09;4608,0;4215,0;6,0;0,14;99,49;99,86;885,94;21,29;41,62;1;198
TGTG47WSP;C;Y;3,42;21,12;33523,13;33544,24;9396,0;7876,0;0,0;0,0;100,0;100,0;609,29;39,78;15,32;0;198
TGXK53CJL;C;Y;28,36;20,83;15054,18;15075,01;528,0;666,0;216,0;32,43;96,97;67,57;69,97;3,36;20,8;6;198
THBX09CMD;C;Y;2,37;6,2;1918,35;1924,56;760,0;682,5;0,0;0,0;100,0;100,0;244,34;3,45;70,89;0;198
THGT75MGJ;C;X;1,79;32,54;4193,35;4225,89;2160,0;4944,0;0,0;0,0;100,0;100,0;1699,27;24,97;68,05;0;198
TIGA36RJG;C;Y;0,72;4,44;4336,96;4341,4;5000,0;6100,0;2800,0;45,9;86,36;54,1;587,63;30,81;19,07;27;198
TJYT91QAT;B;Y;6,2;178,41;244014,55;244192,96;38400,0;31060,0;0,0;0,0;100,0;100,0;2807,27;156,87;17,9;0;198
TKCD29VJP;C;Z;3,2;17,38;15926,29;15943,67;4752,0;7368,0;3424,0;46,47;95,96;53,53;520,16;37,21;13,98;8;198
TKIS03YUJ;B;X;1,83;19,26;32312,49;32331,75;16320,0;16080,0;1560,0;9,7;95,96;90,3;1043,21;81,21;12,85;8;198
TKKW31QSB;C;Z;3,59;1,35;11489,06;11490,4;3072,0;18065,0;16025,0;88,71;76,26;11,29;44,85;91,24;0,49;47;198
TLTH99XSQ;C;X;5,75;68,47;108715,65;108784,12;18432,0;18416,0;1360,0;7,38;95,96;92,62;1184,08;93,01;12,73;8;198
TLXX56RHV;C;Y;4,78;20,28;10494,64;10514,92;2128,0;1652,0;48,0;2,91;98,99;97,09;399,03;8,34;47,83;2;198
TMKB60FXY;B;X;1,03;24,48;49853,11;49877,59;42080,0;44960,0;15640,0;34,79;92,42;65,21;2328,38;227,07;10,25;15;198
TNWM98EUF;C;Z;5,22;47,68;7212,47;7260,14;1344,0;1212,0;0,0;0,0;100,0;100,0;848,53;6,12;138,62;0;198
TOAD80FMN;C;Y;1,12;10,2;15411,9;15422,1;12096,0;8459,5;98,0;1,16;98,99;98,84;878,57;42,72;20,56;2;198
TOMI82OSP;C;Y;3,78;37,45;14715,05;14752,51;3744,0;4296,0;0,0;0,0;100,0;100,0;934,85;21,7;43,09;0;198
TOVQ49XZH;C;;6,81;10,93;40064,0;40074,93;5760,0;4520,0;1788,0;39,56;97,47;60,44;161,88;22,83;7,09;5;198
TOWM33DHH;B;X;1,73;26,73;55643,55;55670,27;29568,0;24126,0;0,0;0,0;100,0;100,0;1544,24;121,85;12,67;0;198
TPCB95SKD;C;Y;6,84;14,54;10557,02;10571,56;1509,77;1102,5;75,649;6,86;96,46;93,14;201,07;5,57;36,11;7;198
TPDD98FBK;C;Z;2,85;10,76;19008,0;19018,76;6336,0;5024,0;240,0;4,78;97,98;95,22;372,16;25,37;14,67;4;198
TPLF68MEL;A;X;0,97;65,09;100475,38;100540,46;90090,0;74341,0;0,0;0,0;100,0;100,0;6590,25;375,46;17,55;0;198
TPPP81QTS;B;Y;3,28;48,98;85529,75;85578,73;24930,0;23580,0;3290,0;13,95;95,96;86,05;1478,43;119,09;12,41;8;198
TPRX29BZA;B;Y;2,81;80,59;122271,78;122352,37;41310,0;42516,0;0,0;0,0;100,0;100,0;2858,42;214,73;13,31;0;198
TPYY95JQZ;B;X;2,08;70,12;106731,06;106801,19;47880,0;40526,5;546,0;1,35;98,99;98,65;3310,61;204,68;16,17;2;198
TPZF75VDN;B;X;2,14;59,13;50468,57;50527,7;22080,0;18880,0;0,0;0,0;100,0;100,0;2647,27;95,35;27,76;0;198
TPZL87XOV;C;;75,18;0,68;5273,13;5273,81;70,0;135,0;65,0;48,15;99,49;51,85;1,19;0,68;1,74;1;198
TQBL17UUZ;C;X;1,03;31,0;5686,67;5717,67;4800,0;4716,0;0,0;0,0;100,0;100,0;2785,7;23,82;116,96;0;198
TQLU60KDN;B;X;0,88;22,78;45079,82;45102,6;43616,0;36514,0;0,0;0,0;100,0;100,0;2560,65;184,41;13,89;0;198
TQOX21ZKN;B;X;2,29;90,57;182169,38;182259,95;74508,0;60351,0;0,0;0,0;100,0;100,0;3942,36;304,8;12,93;0;198
TRKK07TKT;A;Y;1,17;313,39;157871,81;158185,2;119328,0;106416,0;0,0;0,0;100,0;100,0;25162,67;537,45;46,82;0;198
TTAY57NAO;B;X;1,81;46,51;73492,83;73539,35;37440,0;30324,0;396,0;1,31;99,49;98,69;2515,88;153,15;16,43;1;198
TTCM99IHU;C;X;3,82;38,34;69148,73;69187,07;17406,0;15915,0;1170,0;7,35;95,96;92,65;998,82;80,38;12,43;8;198
TTFA32YEK;C;Y;2,79;7,05;1764,13;1771,18;600,0;834,0;126,0;15,11;95,96;84,89;236,61;4,21;56,17;8;198
TTGH81PHB;C;Z;4,82;85,2;93051,31;93136,51;18720,0;18980,0;2480,0;13,07;94,44;86,93;1712,32;95,86;17,86;11;198
TTWC67PAM;C;Y;3,67;7,62;7011,9;7019,52;1836,0;1350,0;0,0;0,0;100,0;100,0;198,24;6,82;29,08;0;198
TUAA01OUK;C;Y;4,61;54,28;34271,49;34325,77;7200,0;8016,0;0,0;0,0;100,0;100,0;1125,7;40,48;27,81;0;198
TULN35NJM;C;Y;3,47;16,49;0,0;16,49;0,0;1007,0;220,0;21,85;97,98;78,15;442,15;5,09;86,94;4;198
TUXU97NFG;B;X;2,48;53,15;84368,95;84422,09;32130,0;26842,5;0,0;0,0;100,0;100,0;2114,09;135,57;15,59;0;198
TVJY51MSQ;B;X;3,68;497,49;264330,67;264828,16;69060,0;64860,0;0,0;0,0;100,0;100,0;12796,36;327,58;39,06;0;198
TVTQ73RFS;C;Y;3,42;41,88;56906,54;56948,42;15950,0;13777,5;0,0;0,0;100,0;100,0;1198,94;69,58;17,23;0;198
TVUP26XLW;C;Z;2,57;0,21;0,0;0,21;0,0;2448,0;2082,0;85,05;93,43;14,95;9,39;12,36;0,76;13;198
TWCT52TEH;B;Y;1,88;48,34;62482,55;62530,89;30828,0;29124,0;0,0;0,0;100,0;100,0;2521,15;147,09;17,14;0;198
TWDG00DUF;C;;5,01;67,62;0,0;67,62;0,0;12763,0;7713,598999999999;60,44;94,44;39,56;1268,53;64,46;19,68;11;198
TWDP65AIX;C;X;1,11;12,93;9654,86;9667,79;7680,0;4904,0;0,0;0,0;100,0;100,0;1101,33;24,77;44,47;0;198
TWRF20YGC;C;X;4,85;38,38;14402,15;14440,52;2880,0;2796,0;0,0;0,0;100,0;100,0;743,31;14,12;52,64;0;198
TWRY85LFJ;C;Z;1,1;25,02;21620,57;21645,59;17280,0;11628,0;0,0;0,0;100,0;100,0;2152,55;58,73;36,65;0;198
TXIB59UAE;B;X;0,8;21,54;56069,84;56091,38;58752,0;42498,0;0,0;0,0;100,0;100,0;2682,48;214,64;12,5;0;198
TXIH20JOI;C;;0,82;29,23;64250,4;64279,63;66576,0;18656,0;96,0;0,51;98,48;99,49;3399,52;94,22;36,08;3;198
TXTS73MAU;B;Y;5,92;127,81;227168,92;227296,73;37434,0;28815,0;5214,0;18,09;94,95;81,91;2109,67;145,53;14,5;10;198
TYHY95VHF;C;Y;2,75;7,07;2193,7;2200,77;756,0;1188,0;0,0;0,0;100,0;100,0;242,67;6,0;40,44;0;198
TYQH28XCZ;B;Y;3,51;11,53;32317,23;32328,75;8820,0;10090,0;1428,0;14,15;98,48;85,85;346,04;50,96;6,79;3;198
TYWY16DEO;A;X;1,14;886,75;690182,76;691069,51;535040,0;444880,0;0,0;0,0;100,0;100,0;73945,05;2246,87;32,91;0;198
TZTR28FEY;C;Y;2,06;16,53;4431,17;4447,7;2003,18;3267,0;11,0;0,34;99,49;99,66;755,32;16,5;45,78;1;198
TZUP73BTI;B;Z;9,92;85,03;108795,0;108880,03;10800,0;25770,0;15000,0;58,21;85,86;41,79;844,19;130,15;6,49;28;198
